statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
27,MN,Minnesota,0,2459121,4877161,251893506,248370735,281334,329058,9368561,9952717,441188,819324,27667410,31375558,442833,1251475,47364760,50706217,355637,911264,52507224,51754586,387526,706959,58531431,53288495,550603,859081,56454118,51293161,2289996,4604311,240801962,236899488,234622,274322,7839495,8281848,388485,733123,24686910,27950696,416974,1191483,45224680,48504888,342009,883531,51108284,50384941,375681,688161,57115809,51944476,532225,833691,54826781,49832636,58958,93496,5253704,5329242,17312,19349,697236,644040,16808,25897,1028130,1187803,7992,19041,824454,881335,4862,10476,738439,835331,5115,8560,1011828,921457,6869,10173,953615,859273,53508,85516,3743306,3822444,14848,17054,528782,506585,16812,26639,982226,1115935,8040,18810,724023,764855,4073,8610,451726,447232,3549,5681,420771,416314,6186,8722,635776,571522,115617,187334,7348237,7648802,31864,37682,1000283,1164282,35891,59562,1998273,2308926,17819,41182,1416056,1436472,9555,19123,947213,922412,8296,13117,994850,927705,12192,16668,991560,889002
27,MN,Minnesota,1,146700,196332,2994906,737892,30501,34573,1007565,180644,19185,29376,313715,103930,13788,24658,239327,71825,10291,15425,203936,49973,16612,20770,321485,74239,56323,71530,908876,257278,133476,178486,2682601,666322,25678,28913,869349,152133,16294,24825,263036,88114,12356,22081,208471,63943,9526,14315,184942,45973,15782,19759,300287,70324,53840,68593,856513,245832,4512,5714,138181,24371,1819,2014,71069,10728,1026,1420,21438,5404,443,762,10301,2363,244,329,6218,1223,259,322,8270,1215,721,867,20881,3434,4524,5878,120575,24968,1781,1993,58935,10496,1076,1532,19048,5835,472,849,10781,2605,249,351,5458,1366,248,304,6996,1279,698,849,19354,3384,8700,11968,191730,46601,3042,3667,79280,18014,1815,3019,31629,9981,960,1728,20075,5275,516,759,13535,2633,582,707,14200,2635,1785,2088,33008,8061
27,MN,Minnesota,2,290404,445403,7490293,5101866,79887,91995,1933473,1410991,49119,87872,1104391,878745,34587,81235,853514,616580,21073,40699,644827,374503,26374,37227,792472,461517,79364,106375,2161613,1359527,260212,400467,6668545,4571525,66657,76576,1577847,1177254,41824,75171,930748,749512,31064,73152,760289,554995,19456,37679,593028,346029,25027,35396,747289,438283,76184,102493,2059342,1305450,10221,14109,350458,180215,4978,5507,194656,88807,2315,3698,59545,40872,1019,2219,30253,17899,523,889,14423,8953,482,642,19600,8376,904,1154,31977,15307,10503,15233,316449,183885,4639,5293,151140,81069,2679,4396,65508,47430,1186,2657,30904,20827,593,1092,17160,10390,438,600,15479,7606,968,1195,36255,16561,19689,29703,505299,346455,8591,10126,204485,152668,4616,8305,108135,81802,2337,5426,62320,40756,1024,1928,34638,18084,909,1231,29704,15627,2212,2687,66014,37515
27,MN,Minnesota,3,553151,886101,21125829,20849587,114040,130197,3305136,4128779,130828,208708,4636936,5013339,86400,197040,3375533,3323017,56615,109246,2341003,2180358,63486,91461,2821596,2439099,101782,149449,4645621,3764992,502451,813319,19305268,18960252,95204,108872,2748484,3446753,114349,184171,4048280,4386270,80018,183521,3120058,3081029,53489,103654,2200248,2061933,61021,88115,2708456,2345572,98370,144986,4479740,3638694,15665,20935,617746,575162,6645,7288,240818,237736,4646,6431,167724,173759,1564,3111,65772,59055,832,1427,38890,31412,792,1074,41327,29521,1186,1604,63212,43677,15158,21292,564017,556051,5624,6367,180645,200875,5024,7220,181694,187231,1823,3734,71902,68003,856,1540,41241,31787,765,1039,34751,28634,1066,1392,53781,39519,35542,51490,1256543,1333282,13212,14958,376006,481151,11455,17317,406961,439836,4559,9785,183572,173985,2270,4052,99514,86638,1700,2307,78388,64892,2346,3071,112099,86779
27,MN,Minnesota,4,433639,739030,26130944,26703524,39976,47178,1846591,2401259,100891,160148,5463302,6164817,80719,183258,4766361,4976536,57657,113955,3598364,3572384,65923,101907,4383915,4085380,88473,132584,6072409,5503145,401967,692225,24377609,24768999,33172,39238,1561701,1991444,88693,142827,4819693,5420383,75510,172807,4453512,4657148,55079,109476,3431651,3413795,63938,99128,4242000,3963094,85575,128749,5869050,5323133,9557,13608,543431,585637,2431,2765,96902,146567,3475,4737,184654,213032,1330,2650,82316,82182,696,1226,47293,43050,645,906,57654,39962,980,1324,74609,60841,8671,12972,485229,532048,1870,2181,77729,113370,3294,4707,173622,201903,1378,2883,82463,84485,633,1120,42194,39242,518,770,37420,32099,978,1311,71798,60946,23001,33833,1268106,1402476,4934,5759,207160,296443,8904,12614,469986,542530,3831,7568,230385,234902,1945,3359,124518,119346,1467,2009,104494,90187,1920,2524,131560,119065
27,MN,Minnesota,5,289139,596777,24573689,25083250,11257,15638,681718,954729,53298,106886,4039143,4601382,56046,155261,4633317,4865110,44422,104609,3811591,3861468,53105,97214,4854295,4626003,71011,117169,6553621,6174555,273483,569387,23361320,23736231,9285,12949,572067,787986,47488,97055,3619402,4101761,53117,148634,4395092,4612161,42846,101485,3676844,3725522,51796,95096,4736374,4513215,68951,114168,6361538,5995583,5602,9287,445325,483793,890,1045,46569,75733,2014,3150,143637,173476,847,2008,76032,73522,511,1013,45503,44379,573,917,54673,49823,767,1154,78908,66859,4720,8180,364696,406831,609,758,32531,51610,1835,3038,132460,157742,813,1907,65391,70588,405,879,34715,34777,354,564,33748,30629,704,1034,65849,61481,10936,19210,847672,940187,1363,1931,77119,115133,3975,6793,287280,341877,2116,4720,172834,182360,1171,2245,100030,101167,955,1554,84173,82158,1356,1967,126233,117490
27,MN,Minnesota,6,526333,1367903,70196239,72605217,5225,8870,433185,648224,73121,186330,8254063,9805648,118597,411399,15424614,16588624,104908,317357,14449804,14870686,109180,233847,15414203,15157008,115302,210100,16220367,15535026,505968,1323183,67645081,69842678,4256,7277,361395,528620,66479,172269,7564138,8921283,114105,398711,14812451,15971713,102318,310935,14101678,14510015,106699,229167,15050309,14810016,112111,204824,15755107,15101030,8610,17940,1092499,1188402,487,645,34584,62582,2608,4868,278098,351569,1694,4779,217839,237871,1095,2763,150283,154888,1272,2380,186924,179606,1454,2505,224768,201884,6914,14518,861867,943439,290,415,22633,36090,2282,4385,240648,306184,1553,4254,192306,212894,803,2072,106328,113424,717,1310,110937,100198,1269,2082,189013,174645,13451,30202,1689291,1819099,679,1178,49157,83513,4360,9676,449276,578179,2939,8434,419856,404016,1787,4350,241798,247246,1764,3370,252956,246792,1922,3194,276245,259350
27,MN,Minnesota,7,219755,645615,99381603,97289396,448,607,160890,228087,14746,40004,3855856,4807694,52696,198624,18072089,20264521,60671,209973,27457695,26845210,52846,124533,29943461,26445247,38348,71874,19891609,18698634,212439,627244,96761537,94353478,370,497,148649,197656,13358,36805,3441611,4283370,50804,192577,17474804,19563897,59295,205987,26919890,26281671,51418,121500,29331091,25803970,37194,69878,19445488,18222912,4791,11903,2066061,2291659,62,85,12635,21884,724,1593,173029,229688,1095,3512,341938,408441,961,2829,435826,551424,1092,2319,643376,612952,857,1565,459255,467267,3018,7443,1030471,1175219,35,47,5167,13072,622,1361,169242,209606,815,2526,270273,305449,534,1556,204627,216242,509,1094,181437,215865,503,859,199723,214982,4298,10928,1589594,1760698,43,63,7073,17358,766,1838,245003,314716,1077,3521,327011,395175,842,2430,333177,347296,919,1939,430932,425411,651,1137,246396,260740
28,MS,Mississippi,0,1058910,2202295,69632114,72725313,128703,186751,3275148,3493729,196489,449717,8140634,9244375,198777,550297,12300174,13268231,172909,398143,13948511,14595632,166682,303485,14571212,14951354,195350,313902,17396431,17171989,988931,2068854,66056040,69074375,110560,160688,2765153,3001061,175918,406630,7312920,8312807,186259,518879,11621946,12541139,165002,382166,13382439,14024021,161129,294330,14053153,14446018,190063,306161,16920427,16749326,33570,59885,1709277,1818237,9845,12818,292281,284766,10380,19643,435827,497637,5612,13990,337793,368242,3107,6337,234579,240165,2317,3831,216366,209098,2309,3266,192427,218326,30358,56743,1756640,1753767,7013,9549,218772,188275,8639,17342,378469,414552,5377,13692,329873,346909,3459,7025,287007,278515,2929,4815,298068,292797,2941,4320,244449,232717,39621,76698,1819433,1897170,11130,16514,291222,304392,11932,25745,449245,517015,7141,17726,348355,380182,4448,8952,279065,293095,2624,4340,219990,212538,2346,3421,231554,189944
28,MS,Mississippi,1,76620,116874,1299203,445256,19737,25522,400710,120326,13488,23754,181615,83555,8872,17329,135039,53978,7166,11568,112274,42615,8953,12712,149394,48267,18404,25989,320169,96513,69084,105644,1130391,400826,16602,21503,315116,101434,11669,20576,152842,72475,7945,15585,117961,48412,6592,10696,100887,39294,8518,12144,139611,45876,17758,25140,303972,93332,3361,4690,77069,19863,1429,1716,38652,8629,853,1335,15994,5041,410,725,6797,2564,228,355,4806,1327,171,224,4040,877,270,335,6777,1423,3345,4814,85396,19427,1299,1610,42636,7743,810,1342,14027,4899,415,758,8864,2460,237,345,4664,1356,211,272,4964,1148,373,487,10238,1819,4191,6416,83416,25003,1836,2409,42958,11148,1009,1836,14745,6180,512,986,8213,3105,337,527,6722,1964,224,296,4818,1242,273,362,5957,1361
28,MS,Mississippi,2,250713,492517,5062683,4349965,55366,82278,1104064,935610,58287,135931,1039240,1015788,46625,120378,880350,816931,29209,59719,596798,515360,25769,42692,583739,456574,35457,51519,858489,609699,230217,453781,4607181,4001105,47759,71144,930340,807954,52138,122284,917830,910199,43293,112106,811064,759754,27603,56639,560302,487856,24883,41338,558478,441231,34541,50270,829163,594109,9643,16550,222050,166371,3966,5202,94629,68509,2800,5654,56596,48555,1354,3300,29570,23180,662,1220,15256,11274,409,613,11551,6919,452,561,14446,7931,8080,14566,201168,137718,2868,3953,74601,48375,2372,5020,52215,40610,1268,3120,28500,21842,638,1177,15598,10859,426,617,13549,7323,508,679,16701,8707,12416,24170,254332,211141,4739,7181,99122,79281,3777,8627,69194,64978,2064,5152,40785,35334,968,1903,20896,16644,460,737,11711,8019,408,570,12623,6882
28,MS,Mississippi,3,296968,569448,10274679,10736039,38935,53841,1028954,1342732,64794,134482,2067000,2330708,60724,151042,2077831,2201963,48347,96488,1741644,1774365,43243,70663,1659151,1589020,40925,62932,1700096,1497247,277318,533988,9595736,10029661,33722,46610,882823,1161296,58385,121957,1853560,2098534,57139,142578,1944371,2071941,46225,92573,1659191,1696836,41976,68776,1602882,1542354,39871,61494,1652905,1458697,9405,15416,329692,337885,3114,4000,100800,108063,3224,5625,108125,117790,1389,3118,50158,50476,735,1330,29217,26866,508,756,21504,18671,435,587,19885,16016,7852,13757,286642,283931,2043,2693,60527,71258,2514,4741,86978,91684,1326,3183,51871,48504,796,1465,32109,29127,577,858,27913,21505,596,817,27241,21851,11798,21703,392300,422446,3170,4538,85603,110177,3895,7784,126460,140490,2259,5281,81588,81517,1326,2450,50343,48401,690,1029,28354,25159,458,621,19949,16698
28,MS,Mississippi,4,153687,308781,8967930,9429632,9776,15788,411828,587509,26449,59559,1402422,1614308,29341,76974,1665760,1793532,28176,58722,1673839,1728547,28136,48491,1762603,1733593,31809,49247,2051475,1972141,144453,291250,8444735,8866305,8338,13482,353301,501029,23524,53715,1249734,1436339,27474,72429,1557437,1679542,26890,56376,1589036,1649897,27251,47156,1699117,1678856,30976,48092,1996106,1920639,4658,8392,242690,284192,921,1266,35538,55223,1681,3045,84556,102656,891,2186,50551,54667,458,865,26142,28077,354,548,22804,21646,353,482,23096,21920,4198,7886,237574,256605,530,829,23058,31637,1362,2607,71962,83030,868,2196,50109,53411,551,973,34154,33693,464,690,31563,28795,423,591,26725,26037,5036,9645,285620,306721,908,1477,35468,54842,1563,3237,80725,94938,999,2349,58212,60577,735,1373,50647,44957,421,645,31922,25941,410,564,28642,25464
28,MS,Mississippi,5,95310,220885,7836821,8257333,3165,5903,180195,268902,14892,40705,1099023,1284574,17430,54327,1389603,1512272,18101,44410,1509526,1571406,18960,36919,1643157,1645958,22762,38621,2015315,1974217,90393,210386,7456318,7832506,2676,5037,154426,227395,13412,37301,995061,1156961,16436,51644,1312979,1426267,17376,42875,1447982,1508353,18355,35861,1588085,1593409,22138,37668,1957782,1920118,2392,4911,176576,205753,250,372,11319,21156,855,1728,59668,73032,545,1496,41374,47318,267,567,21567,23171,240,405,22060,20745,235,343,20586,20328,2446,5099,193913,211645,173,276,9314,14772,716,1570,50995,61608,504,1359,39802,43597,360,769,31586,31496,353,597,30796,30630,340,528,31418,29539,2471,5400,186588,213182,316,590,16453,26734,764,1834,52965,66004,490,1324,36821,42408,365,766,29957,31556,252,461,24275,21919,284,425,26114,24560
28,MS,Mississippi,6,142161,373727,18052025,19218153,1625,3255,130916,202476,16388,48718,1790229,2149780,28033,100442,3442678,3797568,31169,91362,4020665,4272064,30500,66123,4026392,4151268,34446,63827,4641142,4644994,135889,358476,17293985,18370360,1375,2765,112102,169511,14829,44809,1629180,1946894,26605,96028,3276585,3604528,29983,88307,3868969,4109606,29526,64235,3890867,4015359,33571,62332,4516279,4524459,3145,7416,371137,428064,152,244,9683,19720,839,1970,84799,110876,770,2309,93245,104978,553,1404,70376,77589,426,822,56534,59533,405,667,56498,55365,3335,7898,416928,456789,100,188,8633,14488,744,1775,79543,97960,767,2317,89580,104342,636,1635,85469,88253,581,1108,81054,82561,507,875,72646,69181,2937,7353,341111,391003,150,302,10180,18476,815,2134,81505,104925,661,2097,76512,88697,550,1420,66226,74204,393,780,54470,53346,368,620,52216,51352
28,MS,Mississippi,7,43451,120063,18138770,20288932,99,164,18477,36171,2191,6568,561102,765658,7752,29805,2708910,3091985,10741,35874,4293762,4691271,11121,25885,4746774,5326670,11547,21767,5809743,6377175,41577,115329,17527691,19573611,88,147,17041,32438,1961,5988,514709,691402,7367,28509,2601545,2950693,10333,34700,4156068,4532176,10620,24820,4574110,5128929,11208,21165,5664216,6237970,966,2510,290060,376106,13,18,1657,3462,128,286,26087,39685,253,856,66095,85055,204,596,67212,71858,209,463,77871,80704,159,291,51136,95340,1102,2723,335016,387649,0,0,0,0,121,287,22745,34758,229,759,61144,72749,241,661,83423,83728,317,673,108226,120831,194,343,59476,75580,772,2011,276063,327671,11,17,1435,3732,109,293,23647,39496,156,537,46221,68542,167,513,54270,75366,184,392,64437,76909,145,259,86050,63624
29,MO,Missouri,0,2447595,4901578,211476951,210757310,285393,369784,8312263,8937402,439511,914495,23046955,26298049,425553,1203894,37118359,39900652,354774,857625,41709582,42295983,386201,691334,46156414,44102559,556163,864446,55133376,49222662,2273551,4598778,201288771,200291771,237914,308650,6825039,7450714,387540,818323,20518775,23416298,398171,1137549,35278385,37933857,338119,824167,40204496,40823381,372363,669040,44629972,42663914,539444,841049,53832102,48003604,69954,116824,4961403,5076077,18754,22747,695585,631940,22416,37969,1213222,1414757,10520,25202,901975,941789,6052,12454,645906,663979,5212,8525,756223,745300,7000,9927,748489,678309,72451,125479,4825246,4837842,18939,23612,656988,594171,22102,39296,1159464,1297964,11376,28187,869686,919022,6867,14308,692683,699254,5951,9840,794793,718418,7216,10236,651628,609011,101593,177321,5362933,5627696,28540,37522,830235,892516,29869,56876,1368714,1583786,16006,38158,970287,1047772,9788,19150,812401,773347,7887,12454,731648,720226,9503,13161,649645,610046
29,MO,Missouri,1,187293,266381,3097550,926277,35295,43850,889880,210073,24387,42784,348658,139469,16858,32951,275826,92900,13428,20923,209497,66587,22570,29905,357263,95892,74755,95968,1016423,321353,170234,241866,2709084,832550,28986,35878,699351,172704,20642,36361,285386,117771,14977,29428,241952,82328,12244,19161,186703,60344,21355,28351,330142,90199,72030,92687,965547,309202,6450,8801,154601,35624,2563,3031,82781,15138,1535,2452,25574,8578,651,1161,13532,3627,374,524,7506,2069,395,515,7369,1993,932,1118,17837,4217,6938,9615,192028,38515,2690,3203,103860,15787,1619,2583,30349,9184,714,1316,14200,4079,477,712,10154,2551,457,589,11170,2234,981,1212,22293,4679,10121,14900,196437,55211,3619,4769,86668,21582,2126,3840,32922,12514,1167,2207,19674,6492,707,1050,12639,3691,758,965,15950,3458,1744,2069,28582,7471
29,MO,Missouri,2,379278,638162,8659588,6652051,96404,122231,2146330,1695396,72178,149290,1404451,1285794,50401,123650,1081706,894399,31617,61298,706910,559556,36383,54112,982191,642126,92295,127581,2337997,1574777,341145,576538,7710643,5986654,80315,101928,1734453,1414548,62523,130464,1197505,1115108,45440,112109,966975,808306,29140,56913,643202,516506,34555,51520,922230,610127,89172,123604,2246276,1522057,13921,21311,398139,243196,5968,7165,197573,104686,3731,6723,83678,65640,1582,3602,37103,27577,836,1446,21827,14329,603,853,18686,10483,1201,1522,39269,20479,15284,23679,426289,266741,6387,7757,192864,111458,3928,7064,91925,69671,1884,4317,45898,32528,1011,1786,28346,17520,771,1110,26888,13467,1303,1645,40365,22095,22849,37945,522655,398655,9702,12546,219012,169389,5727,11762,115020,101014,3077,7224,68831,53565,1466,2599,35361,25529,1057,1482,33073,18531,1820,2332,51356,30624
29,MO,Missouri,3,633605,1094860,23013157,23381725,110933,138790,3103486,3894942,148015,271338,4965332,5488955,107809,254981,3880221,4034638,77358,146400,3002736,2918415,82673,123880,3415979,3115895,106817,159471,4645400,3928877,580871,1011326,21129020,21460676,93308,116773,2578231,3273088,130922,242217,4372972,4856938,100409,238682,3602956,3760339,73164,139081,2816839,2762426,79566,119556,3273138,3000435,103502,155017,4484882,3807448,19154,28599,731633,696684,6635,8010,237122,232746,6495,10180,234333,241203,2379,5005,94503,88232,1334,2321,53323,49431,1074,1473,49677,40090,1237,1610,62673,44980,20336,31858,751945,741334,6799,8400,208343,239443,6805,11347,246504,252117,2689,5886,105725,100134,1505,2708,63026,55986,1180,1658,57748,43759,1358,1859,70596,49893,32398,51676,1132190,1179714,10826,13617,316912,382410,10288,17774,345856,379899,4711,10413,171538,174164,2689,4611,122870,100003,1927,2666,85092,71700,1957,2595,89921,71534
29,MO,Missouri,4,401771,765005,23899408,24739242,29671,42292,1276321,1783116,84015,165501,4491025,5139735,74125,189101,4304807,4562620,60460,125714,3687175,3737453,67561,110886,4404450,4182458,85939,131511,5735629,5333858,374451,717888,22381379,23070859,24492,35066,1059499,1471476,74140,148488,3969596,4536954,69370,178312,4025418,4271806,57632,120417,3509768,3563463,65322,107446,4249124,4044572,83495,128159,5567972,5182586,11121,17998,621661,683054,2262,2820,101698,136446,4401,6970,230701,271437,1759,3977,104097,108590,910,1768,58242,55917,758,1084,54263,47186,1031,1379,72658,63476,11357,19637,639473,695929,2113,2854,90901,127891,4242,7120,225251,259654,2036,4872,122029,124451,1068,2068,67179,65994,861,1307,60368,53350,1037,1416,73743,64587,15963,27480,878554,972453,3066,4372,125920,183748,5633,9893,296176,343127,2719,5917,157359,166362,1760,3229,110227,107995,1378,2133,94957,84535,1407,1936,93913,86683
29,MO,Missouri,5,268031,599742,22315348,23235461,8739,14629,509600,741736,47150,112665,3483675,4068771,51715,158392,4171819,4490153,45119,110442,3805281,3921141,50934,95634,4499132,4424889,64374,107980,5845839,5588768,253513,571014,21192357,21982981,7226,12331,426512,613126,41972,102557,3113777,3623311,48888,150985,3946212,4244819,43308,106634,3649879,3764494,49429,93074,4365079,4294649,62690,105433,5690895,5442579,6531,11734,492633,564552,825,1046,41600,70350,2610,4494,187509,225223,1228,2999,97338,106464,639,1273,53482,55737,505,845,46959,44068,724,1077,65743,62707,6496,12635,513707,560762,627,877,34945,53373,2420,4480,175985,207895,1255,3371,100580,108929,751,1608,66277,64960,645,1116,58866,55957,798,1183,77052,69646,8022,16093,609284,691717,886,1421,48142,75235,2758,5628,193913,237565,1572,4036,125026,136404,1060,2200,89124,91686,860,1444,75186,74282,886,1364,77891,76542
29,MO,Missouri,6,424025,1100961,55171844,57730467,4115,7605,333945,506450,54451,146756,6006781,7197063,91730,320657,11476577,12563826,87674,259469,11638064,12159879,88468,188616,12140461,12151410,97587,177858,13576013,13151836,405649,1058555,52952194,55251589,3394,6362,282244,416166,48982,134442,5447713,6477666,87545,308291,10978832,11995100,84754,252132,11220370,11755991,85839,183576,11778442,11787266,95135,173752,13244591,12819399,9029,19160,1078988,1227074,460,623,28550,57190,2988,5728,305799,397250,2012,5617,244693,276922,1253,3081,164493,173482,1100,2078,152638,153537,1216,2033,182813,168691,8755,19833,1074679,1191268,301,483,22216,38045,2573,5496,269378,341476,2032,5973,248184,278425,1358,3431,186289,189084,1282,2443,184111,179430,1209,2007,164499,164805,9621,22573,1144970,1287609,420,760,29485,52238,2896,6818,289689,377920,2153,6393,249560,290300,1562,3906,231405,214803,1347,2597,177907,184713,1243,2099,166922,167632
29,MO,Missouri,7,153592,436467,75320053,74092086,236,387,52698,105687,9315,26161,2347030,2978257,32915,124162,11927400,13262113,39118,133379,18659916,18932949,37612,88301,20356934,19489886,34396,64077,21976072,19323192,147688,421591,73214090,71706458,193,312,44746,89603,8359,23794,2131824,2688548,31542,119742,11516037,12771157,37877,129829,18177732,18400155,36297,85517,19711813,18836663,33420,62397,21631936,18920330,3748,9221,1483744,1625890,41,52,6259,15381,656,1422,145625,205424,909,2841,310707,330373,706,2041,287030,313011,777,1677,426628,447941,659,1188,307493,313758,3285,8222,1227122,1343290,22,38,3857,8172,515,1206,120069,157964,766,2452,233066,270473,697,1995,271410,303157,755,1617,395639,370218,530,914,203078,233304,2619,6654,878839,1042336,21,37,4095,7911,441,1161,95136,131744,607,1968,178296,220482,544,1555,210772,229637,560,1167,249481,283004,446,766,141057,169557
30,MT,Montana,0,470915,905921,43664169,42829957,57775,69275,1696604,1799009,81579,155991,4499313,4964841,79963,218211,7479474,7875127,63662,152082,7865306,7934501,70923,125405,9759565,8815251,117013,184957,12363905,11441227,436769,849925,41067807,40338091,48269,58182,1359250,1513048,72217,140347,4003947,4416624,74782,205949,7021516,7415370,60464,145551,7487380,7569924,67852,120457,9324075,8409480,113185,179439,11871635,11013643,18314,29994,1227978,1213498,5079,6021,161510,158285,5064,8433,252470,283369,2722,6489,238767,243594,1594,3239,166217,158211,1563,2507,173387,167537,2292,3305,235624,202498,21298,35170,1860306,1712508,5786,6687,233305,176531,5850,9600,329728,359833,3225,7827,326558,322882,2007,4218,274477,256619,1985,3290,330760,303070,2445,3548,365476,293570,12848,20826,736055,779358,3720,4406,104048,109428,3512,6044,165637,188383,1956,4435,131399,136873,1191,2313,103447,107958,1086,1658,104729,102700,1383,1970,126793,134014
30,MT,Montana,1,35982,50170,724419,182740,7507,8520,193071,43610,4710,7585,72332,26149,3399,6377,54435,18301,2408,3842,47753,12307,3864,5254,87473,18734,14094,18592,269352,63636,32847,45989,624626,165450,6230,7049,137716,35914,4076,6605,60708,22464,3061,5808,47240,16510,2231,3579,43415,11425,3645,4966,81234,17663,13604,17982,254310,61472,1691,2192,46964,9466,627,692,20380,3781,360,512,6463,2034,180,321,4147,1037,119,174,3477,667,122,148,3417,653,283,345,9077,1291,1736,2222,69935,9788,720,808,42624,4443,339,505,7115,1993,185,282,5070,990,93,127,2846,466,117,153,3774,592,282,347,8504,1301,1399,1959,29856,7502,557,663,12730,3251,295,475,4508,1691,153,287,2124,800,84,136,1491,416,102,135,2463,478,208,263,6537,863
30,MT,Montana,2,70216,105155,1782167,1228314,19099,21835,414666,334263,12104,20387,265530,217167,8287,17914,203126,147420,5504,9805,144179,97697,6951,9856,210033,121190,18271,25358,544631,310575,63029,95608,1563296,1101992,15660,18039,302373,273866,10463,17962,226132,187786,7582,16522,183718,135037,5081,9100,131435,90281,6607,9416,197925,115247,17636,24569,521712,299772,3702,4954,106950,65781,1730,1914,48520,30626,853,1282,20689,15548,365,710,9604,6516,191,308,6187,3433,209,304,7094,3571,354,436,14854,6085,4357,5646,149668,76962,2129,2326,83130,37621,1007,1394,25623,18178,386,772,11666,6766,258,436,8519,4545,207,264,6729,3592,370,454,14000,6257,2830,3901,69201,49359,1310,1470,29162,22775,634,1031,13773,11202,319,620,7742,5616,165,269,4224,2870,137,176,5379,2349,265,335,8918,4545
30,MT,Montana,3,119343,190981,4565032,4408584,22913,26816,647054,805108,27816,45257,953475,1035672,19106,41445,728983,719946,12816,23207,529807,484219,15095,22034,684532,568592,21597,32222,1021179,795044,109782,177429,4208242,4060947,19446,22847,542186,683974,24809,40837,846161,924113,17919,39031,680909,675995,12173,22138,499926,460036,14504,21250,653798,546452,20931,31326,985259,770375,5446,7692,199508,197822,1959,2306,56936,68261,1736,2575,60535,64337,607,1186,24328,22621,356,562,18412,13328,345,464,17232,12963,443,599,22063,16310,5688,7998,218232,206524,2096,2396,65797,72754,1832,2642,67022,67997,690,1380,28140,25814,369,630,17930,13951,315,426,18285,11746,386,524,21055,14259,3873,5554,138556,141112,1371,1573,39070,48378,1175,1778,40291,43561,497,1034,19932,18136,274,439,11950,10231,276,358,12447,10393,280,372,14863,10410
