statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
04,AZ,Arizona,4,478978,895075,28589311,29423474,39713,54352,1729835,2373990,112115,207144,5921470,6823857,88573,217968,5139287,5446867,70476,147324,4329529,4347556,71752,121228,4774461,4436765,96349,147059,6694728,5994437,452693,851224,27034090,27808553,35421,48700,1542258,2115184,103325,192256,5452506,6284391,84469,208981,4895340,5193907,67868,142535,4160673,4186510,69058,117148,4572521,4270375,92552,141604,6410790,5758184,16272,26929,961147,1001621,2658,3473,123346,160702,5644,9324,306040,346784,2485,5597,148346,153410,1534,2844,96948,95045,1474,2197,103125,91129,2477,3494,183338,154549,18364,29768,1106599,1130542,3019,3846,132371,182554,6160,10018,331788,379182,2688,5807,160899,165840,1697,3078,112172,104943,1896,2841,148014,117364,2904,4178,221352,180657,7921,14083,448622,484378,1273,1806,55205,76251,2630,4870,137174,160283,1416,3180,83047,87119,911,1711,56683,56102,798,1239,53924,49025,893,1277,62585,55595
04,AZ,Arizona,5,303844,646658,25778951,26329843,11437,17664,673360,970846,57662,124916,4236822,4974093,57734,164752,4681606,5009031,49910,118393,4297542,4333691,52321,97353,4763789,4540946,74780,123580,7125830,6501234,288110,617292,24462797,24968225,10000,15566,594878,848504,52857,115935,3891675,4558791,55082,158151,4461218,4779145,48048,114639,4131965,4172055,50298,94003,4564097,4365442,71825,118998,6818961,6244286,10268,18659,837935,888991,1048,1418,57179,89157,3397,6125,244086,292896,1770,4267,144069,154002,1079,2184,102461,93924,1019,1647,99590,88769,1955,3018,190548,170240,11391,20479,969726,986390,1034,1426,56549,88156,3475,6033,250452,300250,1843,4499,157425,159947,1289,2564,114702,111855,1439,2392,144414,125075,2311,3565,246182,201105,4343,8887,346427,375227,403,672,21931,34184,1330,2948,94695,115051,809,2102,62963,69938,573,1190,50874,49780,584,958,55276,50429,644,1017,60686,55842
04,AZ,Arizona,6,499673,1224510,67638650,68554038,5457,9190,460152,683705,63740,156309,7048017,8414776,102694,338150,13099562,14139490,100805,283294,13740977,14081948,97826,202896,14019117,13588742,129151,234671,19270822,17645376,476050,1173849,64483044,65311262,4728,8062,403197,591014,58497,145303,6471216,7719768,98116,325157,12538045,13508687,97260,274936,13257074,13587782,93669,195015,13380224,13004106,123780,225376,18433285,16899903,15344,32615,1992896,2097081,597,823,42122,76030,4011,7806,425890,538345,3253,9338,404691,445589,2167,5252,294190,302975,2022,3801,308742,283785,3294,5595,517259,450356,18074,37669,2458274,2495515,557,803,43251,69315,4049,7917,457892,540627,3472,9642,431142,483455,2578,6008,356201,361771,3177,6001,495272,448857,4241,7298,674514,591487,5549,12992,697330,747261,172,325,13704,23376,1194,3089,118907,154380,1106,3351,130374,147347,967,2350,127701,132394,980,1880,143620,135777,1130,1997,163022,153985
04,AZ,Arizona,7,215778,571354,104679982,107908274,579,792,194103,332797,12679,31849,4015132,5170123,41229,144891,15630663,17629110,55131,175773,25911916,26751228,52416,118158,28086565,28587922,53744,99891,30841601,29437092,204588,545580,99304408,102545054,497,690,173137,291041,11459,29150,3637559,4693078,39380,139172,14947716,16844577,52958,169863,24972883,25752763,49529,112180,26229942,27020936,50765,94525,29343169,27942656,6345,15076,2418731,2701445,55,68,9274,23514,863,1798,209369,306164,1386,4344,448228,513706,1254,3543,497188,540276,1288,2692,601399,648473,1499,2631,653269,669308,9464,21805,4739534,4624740,82,102,20965,41756,1055,2284,344542,419528,1570,4851,605404,671840,1828,4992,811212,857162,2432,5070,1684178,1361843,2497,4506,1273231,1272608,1726,3969,636038,738480,0,0,0,0,165,415,33029,57515,279,868,77542,112691,345,918,127820,141302,455,908,172445,205143,482,860,225200,221827
05,AR,Arkansas,0,1104658,2307026,94779514,89754932,147274,207305,4112864,4335908,203995,466320,9778074,11115035,199573,572162,20907904,18410445,169108,401519,20796126,18640279,166652,305431,16786866,17046345,218056,354289,22397678,20206918,1022336,2153938,90181307,85160381,124448,175623,3380225,3682702,181089,419575,8766958,9976857,185821,537274,20073676,17531441,160396,383829,20080532,17917619,159715,294013,16103750,16411579,210867,343624,21776164,19640181,31744,57365,1902300,1911853,8702,11527,286013,256692,9251,17824,446494,503291,5157,13155,378105,395090,3103,6403,264471,266496,2353,3914,258960,244461,3178,4542,268254,245820,36870,68460,2356263,2364869,8831,11825,295741,251078,10012,19783,491035,550665,6148,16011,442353,466722,4074,8555,397899,400375,3762,6273,388252,377291,4043,6013,340981,318735,45452,84628,2241942,2229682,13995,19857,436897,402127,12894,26962,520079,587512,7604,18877,391873,412281,4638,9135,317693,322284,3175,5145,294864,257474,3146,4652,280533,248001
05,AR,Arkansas,1,81014,126869,1484986,454642,19791,25743,459092,119785,13123,24318,182922,77353,9375,19013,139921,54958,6994,11787,112331,38922,9401,13838,179315,48805,22330,32170,411402,114816,72002,113101,1274798,402327,16126,20938,356814,97731,11088,20617,148761,65374,8196,16727,118081,47869,6315,10752,98540,35132,8816,13027,163835,45782,21461,31040,388765,110437,3614,5366,86793,21047,1462,1824,46903,8657,876,1543,14770,5220,426,838,8048,2577,238,369,4954,1348,208,280,4389,1118,404,512,7727,2125,4065,6006,112441,23011,1551,1954,55391,9206,880,1525,17072,5085,484,942,9395,2928,327,488,7327,1726,306,433,8752,1553,517,664,14500,2512,4947,7762,97747,29302,2114,2851,46886,12847,1155,2176,17087,6893,695,1344,12445,4160,352,547,6463,2064,279,378,6727,1469,352,466,8136,1866
05,AR,Arkansas,2,210585,389605,4606678,3696588,55401,76008,1174078,969147,43060,97244,808403,765365,33187,85400,663054,587202,20732,42462,461111,368026,19954,32498,515285,352907,38251,55993,984745,653938,189380,352611,4089007,3330776,46739,64216,951400,820048,37556,85530,696387,669778,30130,78185,597154,534861,19108,39478,415760,339707,18927,30983,484142,334933,36920,54219,944160,631445,8199,13934,209748,141561,3290,4318,91447,56514,2165,4329,46139,37956,1090,2725,24716,18811,621,1161,15235,10569,390,569,12108,6828,643,832,20100,10879,8938,15294,232765,154023,3313,4356,94591,56774,2334,4791,48448,40439,1267,2985,28944,21767,732,1371,19346,12751,546,805,17366,9617,746,986,24067,12673,12267,21700,284906,211788,5349,7436,128085,92323,3170,6923,63567,55147,1790,4230,36955,30573,892,1613,26004,15567,481,710,13776,8357,585,788,16517,9819
05,AR,Arkansas,3,310430,586426,11041687,11297079,53312,72823,1514460,1841503,69964,144603,2287157,2547754,57072,144260,2000851,2100819,43647,87312,1629593,1619104,41110,66378,1668141,1528524,45325,71050,1941483,1659373,286464,544781,10152605,10435920,45821,62646,1245388,1580987,62569,130580,2039037,2278545,53234,135117,1857832,1961906,41420,83256,1542104,1537364,39507,64091,1593128,1469268,43913,69091,1875113,1607848,8573,14444,310988,306882,2731,3573,87965,94092,2670,4836,92041,96790,1261,3008,48557,46304,746,1390,29383,26827,538,794,23715,19735,627,843,29325,23132,9618,16457,362519,346016,2806,3726,91105,97722,2895,5349,99593,105265,1467,3530,58182,53294,917,1704,37574,33639,768,1097,39308,28443,765,1051,36754,27652,14348,25188,526561,515142,4685,6451,177965,162793,4500,8674,148526,163943,2371,5613,84836,85618,1310,2352,49914,48100,835,1190,35704,30813,647,908,29614,23872
05,AR,Arkansas,4,172053,357619,10137002,10571467,12532,20529,540823,750996,33680,77535,1787960,2054646,32723,90038,1892395,2006691,28815,62583,1738196,1776504,29501,51867,1894971,1823823,34802,55067,2282654,2158804,160930,336470,9516680,9893539,10539,17483,461660,631117,30120,70439,1600351,1838165,30583,84650,1768063,1876050,27510,60135,1656229,1696705,28410,50171,1819383,1756292,33768,53592,2210991,2095209,4296,7874,239351,263771,767,1152,30504,46437,1494,2803,77952,91687,778,1862,45787,47716,441,839,27142,27385,344,562,23735,21178,472,656,34229,29364,4868,9141,282590,297825,741,1085,29912,44819,1541,2950,81655,94148,948,2437,56581,57885,529,1015,34483,32396,551,858,39557,34257,558,796,40401,34318,6255,12008,337731,380101,1252,1961,49250,75059,2019,4146,105954,122332,1192,2951,67750,72755,776,1433,47483,47402,540,838,36030,33273,476,679,31261,29277
05,AR,Arkansas,5,109936,259760,9077224,9524523,4067,7862,235268,346857,18735,50563,1391991,1620909,20618,66342,1653240,1788490,19566,49089,1646717,1697104,20900,41219,1828768,1812969,26050,44685,2321237,2258192,103667,246217,8580595,8982242,3378,6612,199641,288053,16795,46221,1255184,1453247,19376,62803,1552401,1681057,18739,47297,1576258,1625329,20154,39893,1756525,1748152,25225,43391,2240583,2186401,2426,4916,193345,209972,275,399,15591,23312,821,1662,61169,71331,496,1355,39932,42983,293,609,24843,25394,232,419,20908,20075,309,472,30900,26874,3066,6477,244880,265553,270,431,13824,23029,952,2007,67302,82235,626,1804,51434,54198,379,841,32295,33116,390,686,37209,33987,449,708,42813,38985,3203,7066,251747,276728,419,819,21802,35774,988,2335,69503,85426,616,1735,49405,53233,448,951,38162,38658,356,640,35033,30829,376,586,37840,32805
05,AR,Arkansas,6,162726,425003,20859671,22014127,2078,4189,170415,259640,21762,61549,2402272,2862205,33937,120027,4230422,4615954,34154,98929,4467213,4692582,32410,69123,4331681,4411012,38385,71186,5257665,5172732,154641,405867,19876998,20917282,1752,3577,146593,216785,19636,56535,2181087,2580926,32283,114872,4029816,4390243,32714,95277,4282165,4493056,31144,66655,4161108,4236853,37112,68951,5076225,4999416,3320,7480,403351,449106,159,240,10919,20142,1005,2139,106858,134074,727,2152,87604,98366,497,1260,66845,68250,421,826,59308,59456,511,863,71815,68816,4576,10567,570363,626140,150,273,10914,19526,1166,2585,124973,155357,922,2852,115656,127841,791,1986,104701,110771,789,1517,109390,109152,758,1354,104726,103491,3509,8569,412309,470704,176,339,12906,23328,960,2429,96210,125921,732,2303,84949,97869,649,1666,80346,88754,477,951,61182,65006,515,881,76713,69824
05,AR,Arkansas,7,57914,161744,37572264,32196504,93,151,18725,47977,3671,10508,917366,1186800,12661,47082,10328017,7256329,15200,49357,10740962,8448034,13376,30508,6368702,7068302,12913,24138,9198489,8189059,55252,154891,36690622,31198291,93,151,18725,47977,3325,9653,846147,1090818,12019,44920,10150326,7039451,14590,47634,10509473,8190323,12757,29193,6125625,6820298,12468,23340,9040323,8009421,1316,3351,458721,519511,18,21,2681,7535,220,512,47564,66230,379,1215,123458,138330,267,775,96067,106720,220,464,114793,116068,212,364,74155,84626,1739,4518,550702,652298,0,0,0,0,244,576,51988,68134,434,1461,122158,148807,399,1150,162170,175974,412,877,136667,160280,250,454,77716,99101,923,2335,330939,345914,0,0,0,0,102,279,19229,27847,208,701,55531,68069,211,573,69318,81736,207,438,106409,87723,195,344,80449,80536
06,CA,California,0,15841781,31085513,1990120201,1869828798,1853590,2234671,67786972,64549771,3279197,5642928,239887854,256960858,2939528,7672868,402073702,386018869,2519176,6363049,448162145,412762106,2397037,4648266,404405015,363518128,2853253,4523731,427804510,386019063,15106298,29894812,1912348880,1796741298,1687156,2038208,59554415,57677241,3022431,5250566,219149815,233937638,2812959,7391166,383395889,369085436,2453187,6224774,437563004,403064701,2343325,4559121,394681542,355339249,2787240,4430977,418004212,377637030,362059,607290,42407911,38240123,78671,93100,4652699,2999069,115325,181809,9673930,9967044,62275,145022,9015182,8326359,34132,74052,6798600,5957749,33966,58134,7088621,5976327,37690,55173,5178877,5013572,258235,401502,26193791,25220674,67998,79141,3702814,3076657,93894,137866,7118864,8307644,39568,87131,5777996,5413521,19156,40895,3384580,3153053,15465,25494,2880643,2521843,22154,30975,3328892,2747953,477248,789199,51577529,47866825,98436,117322,4529742,3795872,162872,254496,13619174,14715575,87001,194571,12899817,11519911,46833,97380,7214560,6544351,38247,63651,6842829,5657035,43859,61779,6471405,5634078
06,CA,California,1,1054211,1519648,25879659,5494030,215061,251381,8148526,1254949,186992,280495,3645880,1026310,121925,225928,2554202,661394,106802,176316,2298615,566757,141897,200028,3136716,712245,281534,385500,6095718,1272373,994995,1440318,23758520,5176884,194590,227720,7142199,1137349,172111,259242,3293978,945643,115201,214203,2361464,625450,102590,169922,2168822,544539,137177,193904,2999362,688833,273326,375327,5792692,1235069,30509,39224,1379650,160919,10316,11419,699987,59946,7746,10367,224464,40739,3507,5555,109089,17773,2235,3321,84643,11065,2482,3277,100130,12181,4223,5285,161335,19212,21727,28225,849395,115474,7814,8779,450039,44345,5742,7783,135466,30671,2423,4073,72768,12467,1413,2148,50151,7460,1501,1963,44234,7462,2834,3479,96735,13066,37489,51105,1271744,201672,12657,14882,556287,73254,9139,13470,216436,49995,4301,7652,119968,23476,2799,4246,79641,14757,3219,4161,93119,15950,5374,6694,206290,24237
06,CA,California,2,2221939,3743736,60770078,38857617,599820,719310,17377614,10606796,463434,837754,11061423,8170465,307501,749455,7898809,5373890,239477,511411,6458500,4177516,246680,409591,7150517,4291386,365027,516215,10823213,6237562,2100020,3560820,56314020,36734022,551706,662621,15233141,9763310,429998,782772,10127113,7584425,292937,717690,7454545,5121786,230984,495473,6175395,4030575,239418,398922,6881733,4166213,354977,503342,10442091,6067711,60921,88429,2684123,1064914,24124,27686,1393951,426281,16564,26238,498379,290574,7436,15402,250664,128702,3996,7274,162495,69165,3771,5384,182159,64758,5030,6445,196473,85432,44336,63609,1729237,775728,18227,20973,900308,322673,12675,19547,358870,222039,4953,10352,149608,85924,2716,5076,92112,46960,2277,3255,94250,38822,3488,4406,134087,59306,77583,119307,2726821,1347867,29887,35716,1244163,520812,20761,35435,575439,364000,9611,21413,294655,166179,5777,10862,190993,99981,4985,7414,174533,86349,6562,8467,247034,110544
06,CA,California,3,3642888,6356438,140225050,135031801,721405,865933,22570338,25431858,946298,1558059,33146638,35522821,592905,1420132,23453120,22392541,472598,1040649,19419557,17787882,456883,797957,19986509,17140876,452799,673708,21648886,16755820,3469810,6100351,132854396,128689256,664699,798810,20164892,23430777,885750,1468606,30829378,33258462,570876,1374370,22490747,21564941,460189,1017335,18839155,17327783,446548,782153,19462678,16758857,441748,659077,21067542,16348434,84536,126717,3898189,3076322,28068,33943,1352513,979261,29236,44536,1165027,1084546,10711,22430,491040,400570,5552,10316,265947,204872,5201,7682,293137,192884,5768,7810,330522,214186,63075,89514,2836619,2290413,23285,27676,1096819,815971,23030,33149,910605,855923,6645,13107,286474,247538,3418,6260,166747,125386,2944,4375,165891,107352,3753,4947,210080,138240,110003,166573,4534035,4052131,33421,39447,1308626,1185110,37518,56304,1406654,1408435,15384,32655,675897,580062,8991,17054,413654,334712,7391,11429,357939,274666,7298,9684,371263,269145
06,CA,California,4,2482845,4606172,150450464,153062032,193866,242250,8849494,11628469,641008,1044291,34251981,39323688,495681,1182345,30323626,30625723,384022,871064,24079213,23770231,368739,670689,24533423,22821010,399529,595533,28412724,24892909,2369892,4431561,143111815,146095021,172762,216688,7847805,10346964,594839,977289,31774478,36471071,475848,1141706,28373071,29396757,374501,852795,23433829,23179319,361363,659300,23969328,22365586,390579,583783,27713301,24335321,50745,84084,3276193,3129816,8568,11043,522730,519129,19495,30915,1093219,1202055,9318,20894,616206,577652,4182,7976,326479,259205,4219,6487,331545,262448,4963,6769,386012,309325,37736,57021,2219403,2323568,8938,10870,437634,544046,16011,23135,861204,988360,5805,12236,363002,358210,2272,4328,158041,140691,1787,2621,161966,110124,2923,3831,237554,182134,75217,117590,5119245,4643442,12166,14692,564055,737458,30158,43867,1616299,1864256,14028,28403,1587551,870755,7249,13941,487342,450219,5589,8768,402128,345299,6027,7919,461868,375452
06,CA,California,5,1643683,3303979,139507789,142502623,64218,82735,3800723,5486513,355010,620037,26242077,30639435,338170,864834,28084454,29333447,280727,681364,24426689,24395896,272052,527125,24898445,23632382,333506,527884,32055398,29014948,1570109,3183928,133599817,136136025,54868,71647,3268227,4683368,324268,574295,24013155,27980785,323754,833887,26862231,28081914,273737,667383,23737041,23789730,266862,518491,24385976,23182406,326620,518225,31333185,28417819,33855,59293,2879666,2935006,3579,4440,214926,306590,12848,20781,976260,1112069,6719,15922,581068,585014,3262,6670,320485,284104,3293,5426,358570,286083,4154,6054,428355,361144,24866,38871,1941333,2150797,4303,4883,231727,370180,11083,16029,783980,957737,4189,9151,363406,364560,1769,3581,173489,153451,1276,2088,139574,110410,2246,3139,249155,194455,48708,81180,3966637,4215800,5047,6205,300768,432963,19659,29713,1444942,1700912,10227,21796,858816,886972,5221,10400,516158,452713,3914,6546,372894,339564,4640,6520,473056,402673
06,CA,California,6,2944349,6695019,405037654,410244923,50801,63316,4551367,6680966,487019,915577,56636240,66396236,640918,1841777,85299737,89799945,575023,1587312,80754066,81186894,536049,1140846,78118696,75223438,654539,1146191,99677545,90957441,2821132,6472294,389607164,393145908,41675,52752,3816900,5460075,437913,839492,51150787,59615762,612620,1775476,81570486,85834566,561253,1556002,78847274,79256748,525555,1121771,76516985,73745272,642116,1126801,97704729,89233482,61296,118992,8351330,8570998,3276,3763,289626,439726,20096,32718,2448277,2778587,14153,36083,1951258,1991214,7707,18204,1139485,1095211,7961,14965,1259930,1134481,8103,13259,1262752,1131776,42003,71488,5122848,5841018,4621,5079,349570,622541,17822,25734,1908728,2464519,8756,20174,1140822,1229567,3845,8913,571506,546117,2920,5295,472832,416286,4039,6293,679387,561987,81214,151237,10307640,11257996,4505,5485,384897,598349,31284,50351,3576723,4315953,19542,46127,2588427,2735812,9925,22397,1335285,1384028,7574,13780,1128878,1061880,8384,13097,1293428,1161971
06,CA,California,7,1851866,4860521,1068249504,984635768,8419,9746,2488907,3460217,199436,386715,74903611,75881901,442428,1388397,224459751,207831926,460527,1494933,290725501,260876927,374737,902030,246580707,219696788,366319,678700,229091024,216888007,1780340,4705540,1033103145,950764179,6856,7970,2081248,2855395,177552,348870,67960923,68081488,421723,1333834,214283340,198460019,449933,1465864,284361485,254936005,366402,884580,240465476,214432078,357874,664422,223950669,211999190,40197,90551,19938756,19302145,740,806,178962,268134,9340,16254,3268301,3458471,10431,28736,5015855,4625431,7198,20291,4499063,4034123,7039,14913,4563148,4023489,5449,9551,2413424,2892494,24492,52774,11494953,11723675,810,881,236714,356898,7531,12489,2160008,2788391,6797,18038,3401912,3115253,3723,10589,2172531,2132984,2760,5897,1801895,1731384,2871,4880,1721890,1598762,47034,102207,23651405,22147914,753,895,170944,247922,14353,25356,4782678,5012020,13908,36525,6774498,6256653,6871,18480,4191484,3807937,5575,11553,4313334,3533325,5574,9398,3418463,3290054
08,CO,Colorado,0,2540986,4813953,290007880,282677070,316536,378186,11119544,11209491,549786,930378,36194367,41109210,470232,1207189,55824464,58198313,374338,911982,61927916,60203327,351008,637921,59462166,54863325,479086,748297,65479422,57093401,2282351,4412811,269019117,261404963,249680,299850,8361372,8732413,456188,791538,30333575,34426738,429289,1119719,51745855,53907575,353476,870202,58771906,57093638,334546,611226,56717999,52391665,459172,720276,63088407,54852932,110968,182422,9937816,9538176,25952,31018,1212458,915739,36900,58210,2399009,2633720,17873,40904,1856583,1935020,10100,20821,1437618,1394044,9352,15518,1667285,1428506,10791,15951,1364862,1231143,122146,189853,10616124,10205079,34542,39966,1617914,1265878,43900,64961,2903707,3212802,17340,39404,1918218,1990793,8680,18482,1387041,1307827,7386,12423,1484491,1252318,10298,14617,1304750,1175459,136489,211289,10372639,11067027,32314,38370,1140257,1211199,49698,73879,2957084,3469670,23603,48066,2160389,2299944,12182,23298,1768968,1801862,9076,14272,1259675,1219341,9616,13404,1086264,1065009
08,CO,Colorado,1,148125,201355,3814055,753808,34000,38660,1372786,196819,24701,35769,445906,132431,16229,28283,341117,84156,12245,18867,285945,61394,15538,20465,370974,72845,45412,59311,997324,206160,130166,178241,3222115,656138,27175,30921,1062129,156465,20107,29452,351152,107373,14165,24892,292726,73028,11122,17239,255258,55567,14523,19244,338450,67904,43074,56493,922397,195799,8527,10909,322618,46168,3175,3519,173433,18837,2172,2954,50197,11838,898,1484,23107,4654,517,739,18884,2714,642,808,19399,3094,1123,1405,37596,5029,8841,11003,343868,48345,3629,3999,202743,21547,2303,3040,49768,12571,870,1407,22469,4635,454,642,13691,2313,465,559,14179,2315,1120,1356,41014,4962,9118,12111,248071,49324,3196,3740,107912,18807,2291,3277,44985,12487,1194,1984,25921,6492,669,986,16995,3513,550,662,18344,2625,1218,1462,33912,5398
08,CO,Colorado,2,303527,464076,8416151,5342459,89969,104715,2480538,1594319,60967,103133,1437062,1090341,39213,86550,1009872,693454,25923,49317,761306,456838,26593,38681,842822,465510,60862,81680,1884548,1041994,261982,406187,7041215,4607806,71332,83365,1765441,1263385,49695,85863,1141107,888866,34557,77258,881395,612041,23653,45377,691548,416860,24845,36295,777113,434972,57900,78029,1784609,991680,18287,25154,694932,319928,7944,8982,374458,139289,4965,7540,128393,87778,1887,3704,59626,33028,1036,1721,36133,17991,908,1220,39468,15598,1547,1987,56850,26241,20932,27713,792149,370167,10102,11260,470035,179288,5586,8079,153702,100143,1954,3784,54456,33964,960,1637,29867,16844,770,1043,29336,13439,1560,1910,54750,26486,20613,30176,582785,364484,8535,10090,245061,151645,5686,9191,142252,101331,2702,5508,74019,47448,1310,2303,39890,23133,978,1343,36372,17098,1402,1741,45189,23827
08,CO,Colorado,3,573664,894707,21973281,21526947,130781,153604,3898404,4699059,156944,240712,5525668,5982131,88039,187869,3447888,3366554,59746,112846,2508921,2282170,58788,86536,2728290,2242631,79366,113140,3864108,2954399,502534,796902,19289495,18885979,104385,122973,3000167,3748090,130961,204459,4580629,4996241,79631,172025,3106760,3048806,55799,106219,2339141,2133929,55742,82402,2569450,2128360,76016,108824,3693346,2830550,28808,41396,1194743,1058632,9687,11785,379359,342438,10513,15304,395749,394592,3449,6702,146997,129958,1782,2966,83009,66688,1605,2245,86714,59746,1772,2394,102912,65208,32729,44487,1294759,1198760,13272,15515,501906,471782,12003,16792,446396,449468,3171,6054,130848,119012,1474,2426,64831,54596,1216,1669,67690,44887,1593,2031,83085,59013,38401,53318,1389026,1442207,13124,15116,396331,479186,13980,19461,498641,536421,5237,9790,210278,198735,2473,4201,104948,93644,1830,2465,91149,69383,1757,2285,87676,64835
08,CO,Colorado,4,432812,724260,26111136,26675876,41428,51760,1847333,2492702,121585,185612,6461743,7453563,82657,178178,4929362,5106721,57835,113208,3647253,3581907,56179,88353,3885724,3483761,73128,107149,5339718,4557220,385700,656495,23458248,23781820,31809,40187,1395024,1910087,100526,156825,5355406,6158261,75062,164059,4474100,4638050,54430,107381,3426933,3371181,53602,84681,3686802,3324627,70271,103362,5119979,4379612,17908,28219,1065550,1101722,3157,4028,145201,191558,7286,10966,400764,448117,3153,6543,199681,194919,1492,2664,100427,92417,1346,1991,112052,83469,1474,2027,107422,91240,20064,29554,1167205,1236184,4658,5623,237340,283332,8956,12665,477612,553108,2861,5799,176023,176955,1147,2084,75686,70776,1017,1492,86602,63206,1425,1891,113940,88806,27048,38211,1485682,1657871,4961,5950,214968,299281,12103,16122,628723,742193,4734,8320,279238,291715,2258,3743,144634,139949,1560,2180,112319,95928,1432,1896,105798,88801
08,CO,Colorado,5,288641,557773,24658337,25031254,13085,18141,783913,1113015,69945,121873,5206082,6044079,58598,146469,4815934,5092481,44306,99005,3895922,3851627,43000,76398,4059297,3739214,59707,95887,5897187,5190835,261600,514807,22527419,22697182,9699,13881,579377,824818,57532,103709,4304839,4973052,53679,136299,4416459,4665011,41899,94457,3673049,3643559,41292,73702,3887238,3591300,57499,92759,5666454,4999440,11441,20123,926192,989590,1199,1601,68698,102169,4597,7574,339730,396986,2247,5137,187661,195178,1124,2215,102446,97663,980,1626,95375,85399,1294,1970,132280,112193,12349,19779,980727,1068132,1781,2159,106330,151779,5790,8585,427919,500475,1983,4459,162816,172838,921,1816,84977,80105,714,1127,79580,62161,1160,1633,119102,100772,14692,23187,1150190,1265939,1605,2101,98205,136417,6623,9579,473322,570551,2936,5711,236659,254630,1486,2732,137895,127963,994,1569,92477,85752,1048,1495,111630,90622
08,CO,Colorado,6,522615,1230270,71561481,72629198,6730,10540,561810,840158,91672,189058,10345063,12344929,120207,360755,15765704,16848035,101794,281817,14417696,14454748,92219,190688,13648197,12990754,109993,197412,16823009,15150572,485262,1157744,66920904,67536516,4888,7957,414624,609338,76997,164096,8766619,10383724,111372,338946,14651026,15625456,97168,271344,13777355,13807136,88755,184367,13098620,12501046,106082,191034,16212656,14609813,17869,37131,2341292,2464555,715,1003,57584,91973,5889,10779,658310,793221,4184,11214,535121,582774,2537,6027,362812,358058,2230,4198,357153,316810,2314,3910,370309,321717,18319,35937,2326578,2511968,1003,1285,81861,125731,7299,12046,793994,978231,4130,10864,532249,577917,2107,5145,302200,298130,1647,3103,262802,235252,2133,3494,353470,296705,19034,36589,2313998,2580713,839,1298,65323,105088,7376,12916,784449,982973,4705,10945,582428,644660,2519,5328,338140,349481,1817,3218,286774,254456,1778,2884,256882,244053
